Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1271954,12-06-2020 14:44,6.76118E+11,fraud_Fadel Inc,health_fitness,41.09,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,"Engineer, petroleum",06-02-1937,29bccadac83f4c077f26cb7e6ce3c983,1371048292,45.292546,-122.603965,0
1175060,05-05-2020 11:29,3.71683E+14,"fraud_Mosciski, Gislason and Mertz",grocery_pos,130.33,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,19-03-1929,1c29651f79e54783399a116d4410cee0,1367753395,41.387748,-74.210732,0
234423,28-04-2019 08:30,3.55661E+15,fraud_Kling Inc,gas_transport,68.54,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-1999,829dd2ba6df702e2cd25018b98041161,1335601820,29.727132,-96.139405,0
679195,16-10-2019 18:50,6.76373E+11,fraud_Turcotte-Halvorson,misc_pos,280.14,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,18-07-1987,6bedd0a2755669930b090fae86122f83,1350413424,40.255565,-98.659009,0
230740,26-04-2019 22:37,4.01811E+18,"fraud_Langworth, Boehm and Gulgowski",shopping_net,991.86,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",15-04-1935,dbf87a07e584f74e21e9f57f3f2cb772,1335479879,39.566795,-74.665046,1
722669,04-11-2019 13:52,3.02704E+13,fraud_Barton LLC,kids_pets,18.04,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,28-11-1972,ce18fd1ee534d3adc3272866984f4676,1352037134,41.64818,-90.80901,0
1001170,15-02-2020 05:24,3.85885E+13,fraud_Koss and Sons,gas_transport,73.27,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,23-11-1990,864790c016f9dd3beaa08700bc2b487f,1360905853,29.772809,-102.549585,0
702855,27-10-2019 08:21,3.56032E+15,"fraud_Heathcote, Yost and Kertzmann",shopping_net,9.7,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",01-02-1955,58abaa8e4965b13fefbf703d5d8c26d8,1351326106,33.547284,-87.853525,0
773000,26-11-2019 23:17,4.29493E+12,fraud_Goldner-Lemke,entertainment,19.57,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23-08-1940,59d1dba41980db0f1cb5d6aa06ece4d9,1353971862,37.477046,-80.16155,0
811455,07-12-2019 09:04,4.30248E+15,fraud_Dooley-Thompson,misc_net,5.39,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25-05-1995,e36df0f396d37a695c29ea860ce28f20,1354871060,43.057909,-86.062481,0
959216,20-01-2020 18:01,3.58796E+15,"fraud_Watsica, Haag and Considine",shopping_pos,118.31,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",02-01-1997,19f9e1137c82fed43aca479543e7d1c3,1358704902,43.205381,-94.711917,0
335687,08-06-2019 16:11,4.16939E+12,fraud_Champlin-Casper,home,120.92,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,27-09-1962,05d9b04b7c11d11c92a42512293672a5,1339171897,42.103447,-77.20659,0
358637,16-06-2019 13:32,6.7631E+11,fraud_Will Ltd,food_dining,10.3,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,04-01-1988,9dd740fee8651338a44cdfd8dc399e67,1339853543,38.902155,-104.844625,0
123185,10-03-2019 03:55,2.13194E+14,fraud_Padberg-Welch,grocery_pos,107.01,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,09-02-1994,2a2c2c2b2d2c6123740508c387032771,1331351725,45.488634,-85.030926,0
603442,13-09-2019 21:10,6.01131E+15,fraud_Hackett Group,travel,4.59,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",06-06-1959,632b6b84524f61d9e2f8c9c27acc97bd,1347570610,35.258753,-87.017036,0
355039,15-06-2019 13:47,4.06998E+15,"fraud_Runte, Green and Emard",health_fitness,18.33,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,18-09-1980,1ff88ed715e1d8deed24bf773f1429e6,1339768069,37.7599,-82.449176,0
326985,05-06-2019 01:27,4.91719E+15,"fraud_Swift, Bradtke and Marquardt",grocery_net,25.31,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",11-11-1944,c00b5e11a30e5e0322cecd1958b7a913,1338859641,35.909549,-97.403551,0
804370,05-12-2019 13:48,3.55482E+15,fraud_Skiles LLC,home,74.48,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,27-09-1970,ee7c10defd066a252950a27485aeabc1,1354715339,39.811815,-91.077431,0
939091,09-01-2020 17:40,3.59074E+15,"fraud_O'Connell, Botsford and Hand",home,66.8,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20-12-1975,9381bde49e95144855a20894f6649d3f,1357753253,33.95915,-92.334211,0
1207746,19-05-2020 16:35,6.01169E+15,fraud_Denesik and Sons,shopping_pos,9.61,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",04-12-1995,a751748bfa8fdbc2b6e75cbc1101f74c,1368981342,46.503655,-93.033184,0
458399,21-07-2019 20:58,4.98032E+18,fraud_Nolan-Williamson,kids_pets,141.37,Patrick,Massey,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,27-10-1947,ee0a946f3005a77a3963b16508ee843a,1342904280,44.021126,-71.47084,0
903856,27-12-2019 23:11,4.90468E+15,"fraud_Roob, Conn and Tremblay",shopping_pos,5.32,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,19-10-1990,6d0bba104c613c5df3e0153e0c0ef61d,1356649881,41.54432,-74.696491,0
725829,06-11-2019 01:08,4.68364E+12,"fraud_Goyette, Howell and Collier",shopping_pos,142.02,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,01-07-1972,ae3dba0e08993eb5a5b12cf2ecca9097,1352164118,29.740068,-91.637469,0
1294956,20-06-2020 21:16,4.74288E+18,fraud_Buckridge PLC,misc_pos,5.45,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",13-04-1991,cb1f9f8fdbf868a3757e3607f0ac40ea,1371763009,20.030714,-155.397431,0
1201496,17-05-2020 15:47,4.86229E+12,fraud_Carroll PLC,health_fitness,18.45,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,15-09-1956,a8bd4cf29042d973217f257188211a05,1368805649,41.643113,-77.951625,0
1005497,17-02-2020 03:14,3.51823E+15,"fraud_Lind, Huel and McClure",gas_transport,79.81,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,11-09-1970,93511f44362dd6ce83c0302beb3a1fc5,1361070874,34.056793,-96.401081,0
201440,13-04-2019 20:23,4.15895E+15,fraud_Kozey-Kuhlman,personal_care,181.04,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-1973,51b671db7ea4c64fe96cae0662c9c1bd,1334348620,41.417502,-80.488908,0
675406,14-10-2019 17:13,3.57602E+15,"fraud_Hoppe, Harris and Bednar",entertainment,41.89,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30-12-2004,db239544eee78ae0996ca21c92eab9c9,1350234800,38.925855,-95.788085,0
733267,09-11-2019 19:32,6.59325E+15,fraud_Lynch-Wisozk,home,7.07,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,04-01-1977,454cf4db4b262d925450a1b82afc6279,1352489547,27.651677,-80.165625,0
758789,20-11-2019 21:49,4.42878E+18,"fraud_Kling, Howe and Schneider",home,5.04,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",02-01-1946,a2c94c9bbfa6dbd4fc045d99fb563542,1353448174,42.158138,-88.292087,0
1024182,28-02-2020 14:34,2.38346E+15,fraud_Schoen Ltd,kids_pets,20.79,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,02-03-1956,566d2fb113240a4922200e044c55c30a,1362062085,43.743578,-70.495417,0
791464,02-12-2019 06:55,3.05965E+13,"fraud_Reilly, Heaney and Cole",gas_transport,72.35,Daniel,Graham,M,28223 Ward Summit Apt. 664,Arvada,CO,80005,39.8422,-105.1097,122111,Hotel manager,23-05-1987,fda26d3abcdc59fe41a5f94dfcc9ddd6,1354431350,39.72189,-105.186384,0
150991,22-03-2019 17:42,3.56034E+15,fraud_Botsford PLC,home,209.73,Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",30-03-1953,770134edf3f3b5ddbda25ce0c00fe938,1332438172,42.516298,-92.793335,0
1136519,18-04-2020 22:54,3.04282E+13,fraud_Stark-Batz,entertainment,70.58,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,02-07-1982,f27fad31b6b726c8f1f44ed1c212df4c,1366325648,39.366155,-76.283399,0
839406,13-12-2019 12:34,6.59789E+15,"fraud_Kihn, Brakus and Goyette",personal_care,166.58,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23-08-1964,187ddbc68662d043a68a647489bcfc36,1355402043,32.933846,-99.390656,0
44176,27-01-2019 11:17,1.80085E+14,fraud_Medhurst PLC,shopping_net,47.62,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,18-01-1970,df1b0653f6dd3dbca08b68207d79715a,1327663023,29.186031,-97.406022,0
247360,04-05-2019 08:03,4.68274E+15,fraud_Torp-Labadie,gas_transport,44.53,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",18-12-1961,aba59cb12b442e3c7407c705592ae408,1336118609,37.938394,-92.957468,0
1194046,13-05-2020 17:43,4.85549E+18,fraud_Johns Inc,entertainment,86.49,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,29-09-1993,3ec53b9a9ac8a267e74a29800843fc2f,1368467007,44.455611,-73.129614,0
895617,25-12-2019 18:04,6.55425E+15,"fraud_Armstrong, Walter and Gottlieb",food_dining,51.05,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22-12-1969,5528032ac2a36c5a7567acf13a1ef0c1,1356458666,33.732788,-116.806468,0
806976,06-12-2019 06:32,3.0273E+13,fraud_Torp-Labadie,gas_transport,53.82,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13-06-2000,69c5319fbc3be7481e7106aa8ef670c2,1354775521,35.282449,-92.042665,0
48177,29-01-2019 04:06,4.12803E+15,"fraud_Labadie, Treutel and Bode",shopping_net,3.85,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,18-10-1953,6d24b457dcc374afbd2eec2db37f62b9,1327809977,40.00152,-83.103993,0
265249,12-05-2019 00:46,4.29404E+15,"fraud_Reilly, Heaney and Cole",gas_transport,78.65,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31-12-1986,3937f7b0db16f09bf647233f8a6ae3f9,1336783591,33.430645,-81.031704,0
809538,06-12-2019 21:59,2.51231E+15,fraud_Lubowitz-Walter,kids_pets,51.91,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",08-10-1956,449fba4492da8975d03a703b6959c6bf,1354831195,42.378165,-83.137174,0
972248,28-01-2020 10:05,3.67227E+13,"fraud_Morissette, Weber and Wiegand",grocery_net,54.71,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,61e193c3c49d1f3f203803ee55f1405c,1359367536,33.446281,-111.92485,0
908322,28-12-2019 19:34,6.52318E+15,"fraud_Pouros, Walker and Spencer",kids_pets,90.85,Alan,Taylor,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",13-04-1953,c9c280d025049cb3952868d978957ba5,1356723296,40.938018,-73.946842,0
1284111,16-06-2020 09:19,4.34496E+15,fraud_Doyle Ltd,grocery_pos,87.92,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,29-09-1976,b3c61f2b2a123f0a8a1e75fa76bea47e,1371374375,41.592796,-79.22531,0
541578,19-08-2019 20:57,3.52384E+15,fraud_Schimmel-Olson,kids_pets,20.12,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20-11-1970,3b220147a48a398e56584367d22f9729,1345409844,32.122462,-87.112197,0
854574,16-12-2019 06:14,2.24254E+15,fraud_Ledner-Pfannerstill,gas_transport,43.98,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10-04-1996,1ec94d73daf39e1fe27ae09377ca7471,1355638484,39.362249,-86.238648,0
589392,07-09-2019 13:52,3.57303E+15,fraud_Barrows PLC,shopping_pos,835.15,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17-01-1990,be7ce2d5d52d88cf434b134e78b53ea4,1347025973,40.978108,-109.72736,0
712841,31-10-2019 18:20,4.72724E+15,fraud_Eichmann-Kilback,home,92.21,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30-05-1929,c483a45e0891d65e056b467c9076593a,1351707621,31.564471,-88.399947,0
439227,14-07-2019 23:00,3.56542E+15,"fraud_Romaguera, Wehner and Tromp",kids_pets,318.45,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,15-03-1938,3e1b9ec74cc20e910240872175e3e1d6,1342306835,39.596241,-88.2562,0
110655,04-03-2019 06:35,3.52754E+15,"fraud_Olson, Becker and Koch",gas_transport,35.1,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,05-12-1974,928872798fd4901996fb5b15cab7b144,1330842923,32.79101,-82.146846,0
759122,21-11-2019 02:37,3.0235E+13,fraud_Kling Inc,gas_transport,47.41,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-1978,a4b28b5e70c341b8dab6fee5d475b0d9,1353465474,44.064342,-87.80206,0
893704,25-12-2019 02:36,3.0093E+13,"fraud_Schaefer, Maggio and Daugherty",gas_transport,65.12,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,26-03-1971,3d687606669340cd7c36004fc32b5088,1356403002,38.215714,-84.26025,0
681232,17-10-2019 21:21,3.42351E+14,fraud_Bashirian Group,shopping_net,6.44,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,08-06-1990,043be4edd025d49c3e373905387c4a8f,1350508905,33.871814,-83.511287,0
948012,14-01-2020 04:34,1.80085E+14,fraud_Kuhic LLC,shopping_net,7.62,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,18-01-1970,9477931af31bf2b3bea94153e7ccd3e1,1358138058,28.207026,-96.72174,0
335872,08-06-2019 17:12,2.13196E+14,"fraud_Ledner, Hartmann and Feest",health_fitness,67.23,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24-07-1969,b3625d4ad360022a275a35af034fbc61,1339175530,41.959317,-91.156202,0
245204,03-05-2019 06:14,6.59789E+15,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,9.87,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23-08-1964,4559f36590e20cef2c99adfcfc847446,1336025689,34.614056,-99.428427,0
807878,06-12-2019 13:11,3.52683E+15,"fraud_Schiller, Blanda and Johnson",home,56.25,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,06-07-1955,270b7189260d45695f73f34e9f3b980a,1354799471,43.49952,-84.385007,0
969782,27-01-2020 02:56,3.54756E+15,"fraud_Schultz, Simonis and Little",grocery_pos,120.58,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",21-12-1966,a0210881891cf6a71327351a059a2222,1359255373,43.633087,-85.315656,0
