Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
291212,08-10-2020 16:36,4.98113E+12,fraud_Abbott-Rogahn,entertainment,22.32,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,03-04-1946,7baa19e1f001a704dee60f3cca4ea9a7,1381250180,39.736865,-80.450646,0
278898,03-10-2020 15:30,4.98113E+12,fraud_Altenwerth-Kilback,home,14.11,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,03-04-1946,42fd54cc942e6dcfb097aa3197c2cf5f,1380814232,40.204238,-81.77517,0
137064,08-08-2020 14:50,4.38352E+12,"fraud_Reichert, Huels and Hoppe",shopping_net,6.54,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,22-09-1987,9cf8f6d2e8bef19eae36f5f10e21a725,1375973417,39.108691,-85.450256,0
222256,08-09-2020 07:04,3.53692E+15,fraud_Boyer-Reichert,shopping_net,633.76,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,12-06-1955,ee164ab3e6ba64303ab99e2ccb1f1af5,1378623855,36.514857,-122.423348,0
258916,24-09-2020 12:15,4.26013E+12,fraud_Kuhn LLC,misc_net,212.34,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",04-08-1997,8044ee18ce7363aaf42ee334539f9c45,1380024914,37.498401,-83.28897,0
105531,27-07-2020 22:20,5.10481E+15,fraud_Leffler-Goldner,personal_care,80.16,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,08-07-1978,ccb26abc271cb1c0659ed627a78d8968,1374963609,40.030141,-72.104254,0
244048,18-09-2020 00:26,3.51487E+15,fraud_Cummerata-Jones,gas_transport,29.88,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30-08-1967,0f49ec1fc3385575922c9065791e2239,1379463996,32.152042,-106.530462,0
217039,06-09-2020 14:52,3.71009E+14,"fraud_Welch, Rath and Koepp",entertainment,27.14,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14-09-2003,9ff1cb6d76f2f8dbae7cfd2999dc0901,1378479171,31.145876,-83.474502,0
64006,13-07-2020 13:05,4.59974E+18,fraud_Gaylord-Powlowski,home,66.6,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,30-12-1964,1c6d932af8d9138f9352c5d15effd7a1,1373720719,36.888114,-90.186433,0
67995,14-07-2020 13:50,6.01189E+15,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1.46,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31-07-1975,71545d913b40c0e9c50a385e9b918935,1373809858,40.534862,-104.382449,0
455400,09-12-2020 12:13,3.76657E+14,fraud_Ernser-Lynch,food_dining,29.99,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",03-12-1985,87f37a94490434c8ac71221b812fcc58,1386591219,31.682418,-94.615937,0
500449,20-12-2020 03:20,4.53857E+12,fraud_Stamm-Rodriguez,misc_pos,3.25,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",28-05-1967,cb6dd7a32e83dd5095fa53b47fc991d9,1387509626,41.417222,-73.191612,0
263866,27-09-2020 02:04,3.51362E+15,"fraud_Lehner, Reichert and Mills",misc_pos,9.93,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,26-06-1955,91ee98e7d3c811bc9ff066eed26f0ee8,1380247468,44.276697,-98.485897,0
498487,19-12-2020 16:38,3.0273E+13,fraud_Hyatt-Blick,travel,6.94,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13-06-2000,794a8bb693d63d7d61fc651615ed0f5f,1387471137,35.363815,-91.792125,0
513485,22-12-2020 08:47,2.24254E+15,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,48.72,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10-04-1996,f38c0778f5a90431db1c9c7bf5c5eeed,1387702075,38.026344,-85.91271,0
538648,28-12-2020 09:05,3.52142E+15,fraud_Kuhn LLC,misc_net,338,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,30-11-1975,3bb92e675e0b902000b8d4723e632eca,1388221523,38.907071,-86.897063,0
285121,05-10-2020 20:49,2.30534E+15,fraud_Ruecker-Mayert,kids_pets,1.77,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14-02-1961,e055995bfaca18acee970c9eb91bbb53,1381006154,40.950188,-93.305299,0
40643,05-07-2020 15:52,4.61005E+15,fraud_Kuhn LLC,shopping_pos,136.13,James,Lynch,M,5155 Mary Common Apt. 927,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,08-07-1989,6891b34711876b73d528842d3940047e,1373039578,41.8733,-80.767939,0
345172,01-11-2020 16:10,4.5506E+15,"fraud_Kunze, Larkin and Mayert",travel,9.29,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,29-05-1968,92cacf76dc0d5ff6587df5edf6a1e75a,1383322233,40.123556,-82.112247,0
168538,18-08-2020 21:47,3.02388E+13,fraud_Pacocha-Weissnat,kids_pets,62.46,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,02-01-1976,50d36bf1d58919ec7c082e1d19069083,1376862449,30.891509,-97.853523,0
11145,24-06-2020 16:28,2.13161E+14,fraud_Lynch-Wisozk,home,183.82,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",24-06-1968,8a6e6ceba58dc04747f96beeb94420ea,1372091306,43.421355,-77.3103,0
225673,09-09-2020 19:11,2.22982E+15,fraud_Nienow PLC,entertainment,65.56,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",17-02-1958,e2f2925f8b1f45019736fbc382198e1f,1378753869,29.589393,-89.284997,0
313929,18-10-2020 20:52,4.15895E+15,fraud_Nolan-Williamson,kids_pets,126.43,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-1973,ee3ccfe8d72e675fbc14b0712a03cdc2,1382129533,41.22826,-80.443511,0
503426,20-12-2020 17:23,6.01165E+15,"fraud_Little, Gutmann and Lynch",shopping_net,6.16,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26-10-1988,106a413cef945d0944550f4c19f7318c,1387560227,38.000056,-92.593396,0
532115,27-12-2020 03:46,3.52567E+15,fraud_Welch Inc,misc_net,82.48,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,13-08-1990,89983760fdc41d51e9a48f7df69183d1,1388116015,45.727134,-86.60028,0
44871,06-07-2020 17:32,3.52559E+15,fraud_Breitenberg-Hermiston,kids_pets,95.38,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,20-07-1984,5f0fcc0637ffd0033b196fd77cd87c35,1373131938,35.617984,-80.323958,0
283400,05-10-2020 08:56,4.58626E+12,fraud_Cummerata-Jones,gas_transport,74.73,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20-01-1953,9461bb21691de853154bbab807d1f2e1,1380963395,40.625343,-94.811653,0
277402,02-10-2020 20:04,4.39352E+12,fraud_Padberg-Sauer,home,78.64,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,20-05-1982,4cf1ffad736233e7e7e058ad06fbb25a,1380744260,39.683244,-94.241632,0
519595,23-12-2020 15:53,3.04424E+13,fraud_Rau-Grant,kids_pets,9.77,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22-06-1981,e74aa0eb19db0141a801b01d0e7e0fec,1387814002,41.438261,-76.304668,0
354254,05-11-2020 03:30,3.70612E+14,fraud_Auer-West,shopping_net,962.8,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",25-05-1985,04f32b7c6fdf19c7229c31ccc5d32975,1383622234,41.043482,-74.916847,1
476638,14-12-2020 13:57,3.75083E+14,"fraud_Feil, Hilpert and Koss",food_dining,43.28,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14-12-1976,3b6f0ff961c4093c8fb8df447c5c2a69,1387029447,47.653823,-97.530712,0
250385,20-09-2020 22:56,2.24874E+15,"fraud_Denesik, Powlowski and Pouros",home,4.88,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11-11-1962,1d526372da21a9ca3f606d47e18ab897,1379717803,38.969064,-101.010234,0
547900,29-12-2020 19:19,2.13175E+14,fraud_Torphy-Kertzmann,health_fitness,67.53,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",10-12-1954,843125685f294e5f5e92c973dde370ad,1388344753,32.398006,-100.127581,0
473876,14-12-2020 02:04,4.42516E+15,fraud_McCullough LLC,misc_pos,3.12,Brooke,Fisher,F,815 Heather Divide Apt. 965,San Angelo,TX,76905,31.4647,-100.39,103927,Drilling engineer,27-06-1962,e0ebb69240387a832e16042f89497db2,1386986699,30.697166,-100.796508,0
336286,27-10-2020 21:52,4.26578E+15,"fraud_Witting, Beer and Ernser",home,6.87,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",05-01-1954,74d5ad35a26c133b072dd1853b24c483,1382910728,35.068874,-93.033335,0
487292,16-12-2020 13:25,3.01184E+13,fraud_Labadie LLC,personal_care,80.59,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,29-04-1993,c72e8ead9da64ef549adc81f440e462f,1387200346,39.872544,-73.396052,0
349902,03-11-2020 05:05,2.13174E+14,fraud_Cummings LLC,gas_transport,41.07,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",07-10-1959,66d8125cd79d7023b31958b32825aabe,1383455122,42.084893,-87.105007,0
34418,03-07-2020 06:15,2.13126E+14,fraud_Kerluke PLC,misc_net,8.26,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,12-09-1931,2c228f94684ca00107d3dd806828d77a,1372832142,41.110725,-74.797569,0
284098,05-10-2020 14:20,4.12977E+15,fraud_Flatley Group,misc_pos,150,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",14-06-1972,dfa596040185eef5931419faa8ba4e1c,1380982837,48.138056,-97.22448,0
382616,17-11-2020 11:25,3.79897E+14,fraud_McCullough Group,grocery_net,61.23,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,28-02-1930,86b4bfac18f22ce3ebb0a4c216cb803c,1384687503,37.477652,-84.503103,0
533049,27-12-2020 09:04,3.88595E+13,fraud_Hudson-Grady,shopping_pos,9.66,Edward,Sanchez,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,19-01-1962,a4e02c8a512d85911d4f2821e25e2ecc,1388135075,42.478667,-112.962248,0
120091,02-08-2020 15:07,3.77027E+14,fraud_Berge-Ullrich,home,104.81,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27-10-1974,82d9c5c2ccb91607f09f57c4f8588531,1375456076,36.347976,-90.162048,0
48063,07-07-2020 13:47,4.77707E+15,"fraud_Graham, Hegmann and Hammes",food_dining,54.17,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,24-04-1987,5976839e4695b5400eae059bea1d4706,1373204870,39.394369,-74.555496,0
170634,19-08-2020 21:22,4.04504E+18,fraud_Hyatt-Blick,travel,7.21,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,15-07-1928,ef9fd72fce760fdb95d2accc3ea678e5,1376947359,39.162978,-75.761848,0
162944,17-08-2020 13:12,4.2929E+18,fraud_Hamill-D'Amore,health_fitness,2.41,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",16-08-1995,cfa7f709db2275af39e36f3c2781e7ae,1376745174,45.469797,-114.698268,0
337869,28-10-2020 20:03,4.42781E+12,fraud_Botsford and Sons,home,89.27,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,e69184dddd09957062cb0886437b268c,1382990632,33.124211,-105.285435,0
279914,04-10-2020 02:13,3.75849E+14,"fraud_Tromp, Kerluke and Glover",grocery_net,52.28,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,15-12-1943,75a3250ed986a550ef260f5092f1f08e,1380852793,31.050653,-98.775933,0
78090,18-07-2020 20:14,3.04424E+13,"fraud_Swaniawski, Lowe and Robel",shopping_pos,113.23,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22-06-1981,b80364317c41191e12db18a7a17b03c5,1374178459,41.87184,-74.807116,0
393673,22-11-2020 21:36,4.17395E+15,fraud_Price Inc,shopping_net,6.19,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,05-10-1978,1d78fea42bfa8afb61ab987f3c63df50,1385156215,39.912363,-74.630487,0
56532,11-07-2020 01:22,4.43088E+15,"fraud_Baumbach, Feeney and Morar",shopping_net,4.85,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,04-11-1939,27db35431ea317bd55e5bf01b76ef6a3,1373505733,39.674597,-106.618042,0
101626,26-07-2020 22:25,3.73043E+14,fraud_Crooks and Sons,personal_care,83.29,Vincent,Richards,M,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,04-03-1981,f7c4e7d149e28146c745d655381b384d,1374877558,30.086661,-95.723782,0
366274,10-11-2020 07:22,5.02013E+11,fraud_Brekke and Sons,gas_transport,54.52,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,20-09-1945,28efd13e61926451b10717fd7b370d5b,1384068161,42.508796,-75.875171,0
484064,15-12-2020 18:10,3.5296E+15,fraud_Dooley Inc,shopping_pos,7.95,Melissa,Rodriguez,F,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,01-09-1985,f63efc1a321cbb99ec122f858bdc12a0,1387131035,42.090101,-73.852746,0
268612,28-09-2020 17:47,4.79263E+18,"fraud_Hahn, Douglas and Schowalter",travel,2.75,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,01-10-1978,f87d488c06eb5250dfc38fc006cab1ea,1380390422,39.878094,-94.757978,0
401189,25-11-2020 17:50,3.72382E+14,fraud_Shanahan-Lehner,personal_care,106.77,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21-01-1966,6b6cce08d3ab52e9b0d548ffa24a9fad,1385401815,42.316593,-72.999871,0
441277,06-12-2020 23:11,3.76028E+14,fraud_Little Ltd,kids_pets,48.17,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23-12-1974,994791d31a550f4403f887aa4794cb11,1386371492,40.597902,-93.186027,0
382012,17-11-2020 05:42,3.01352E+13,fraud_Kuphal-Predovic,misc_net,75.51,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",27-11-1992,f029d027d1be82c4ed1937f9cf5380d4,1384666937,39.794635,-94.562745,0
27236,30-06-2020 08:24,4.77707E+15,fraud_Bradtke PLC,grocery_pos,93.71,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,24-04-1987,bf441a75db3c98efcffd45cd9f405069,1372580677,40.506607,-74.752295,0
55500,10-07-2020 16:12,4.32893E+15,fraud_Kozey-Boehm,shopping_net,48.37,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,06-05-1981,ea7c85f1ba9c5a596bbede041d7e9ea0,1373472764,42.188441,-87.911421,0
283494,05-10-2020 09:53,3.7252E+14,fraud_Hintz-Bruen,grocery_net,15.26,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20-02-2000,f0285c0fbb386a0869212b0795f2fb07,1380966839,47.824707,-93.682678,0
253154,21-09-2020 20:48,2.72043E+15,fraud_Friesen Inc,shopping_pos,9,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,ec73d1ad0bd2d9f74bba75260fb9bcaf,1379796537,43.738639,-69.342829,0
442089,07-12-2020 02:46,3.00443E+13,fraud_Kerluke Inc,misc_net,3.81,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29-08-1985,f8d0e4a988c21b8581149ff6311c397b,1386384362,25.518655,-82.108268,0
60719,12-07-2020 15:34,4.58626E+12,fraud_Ernser-Feest,home,17.17,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20-01-1953,05ef979d3491303abefbbe51d709b3d7,1373643245,41.0676,-95.320852,0
390134,21-11-2020 09:55,4.0666E+12,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,4.75,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,07-03-1931,0065cfcf98cd996fdd522e5e03cbc855,1385027749,38.417396,-82.410948,0
538064,28-12-2020 06:08,6.52891E+15,"fraud_Jenkins, Hauck and Friesen",gas_transport,37.41,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,27-04-1965,f8dac8934b67f1c7b74ebf822dfb8142,1388210900,46.622423,-90.700585,0
225612,09-09-2020 18:18,4.51283E+18,fraud_Beier and Sons,home,7.2,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,25-07-1983,dc8fe521e6d80b172e25011a4af2f874,1378750698,39.902008,-80.493175,0
289559,07-10-2020 15:30,3.77993E+14,fraud_Feil-Morar,health_fitness,69.95,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,11-09-1975,202a7974ec8c914ee00a6ce259c94e58,1381159802,45.094474,-88.166691,0
243573,17-09-2020 18:42,4.59929E+15,fraud_Roob-Okuneva,health_fitness,178,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,18-11-1997,c2ef19a46c2c9f7ac72c91b3fa6a5d42,1379443372,37.630765,-96.778882,0
519574,23-12-2020 15:43,2.13127E+14,fraud_McKenzie-Huels,food_dining,1.89,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,28-01-1971,31c4e2d6cd8fabf03aeecb3ed4ded0c9,1387813415,26.528397,-99.815473,0
331546,26-10-2020 12:00,6.53463E+15,fraud_Rippin-VonRueden,health_fitness,16.08,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19-03-1998,d917da4738805281f1180842d1875269,1382788819,43.757239,-72.891859,0
186600,25-08-2020 12:42,2.29745E+15,fraud_Emmerich-Rau,personal_care,1.05,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,13-01-1960,31eba209fd06cd96977ebfd91f2dd2e2,1377434559,40.193974,-89.532403,0
543292,29-12-2020 00:54,1.80068E+14,fraud_Mraz-Herzog,gas_transport,44.03,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,06-01-1942,f999ab388e98f80a1cfab576701e6fbe,1388278468,42.858076,-87.591783,0
447909,07-12-2020 23:42,2.24254E+15,fraud_Fritsch and Sons,health_fitness,10.68,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10-04-1996,3f2578f341fe5b90a684396ec6822172,1386459729,38.791079,-85.203448,0
547535,29-12-2020 18:14,3.5469E+15,fraud_Lynch-Wisozk,home,3.14,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,30-05-1956,89182b43055bd635826a67b7dea59682,1388340881,30.845068,-95.964924,0
517264,22-12-2020 22:16,2.71221E+15,"fraud_Little, Gutmann and Lynch",shopping_net,31.21,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",22-02-1977,136398596b640dd53b4485507004365d,1387750606,30.383867,-90.867891,0
45303,06-07-2020 19:41,1.80031E+14,fraud_Bogisich-Weimann,kids_pets,12.11,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",05-01-1972,21f486a677b2905a62c13ccd97a1ac5f,1373139718,31.618341,-88.863992,0
507597,21-12-2020 11:14,2.25492E+15,"fraud_Raynor, Reinger and Hagenes",gas_transport,40.31,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,26-03-1976,7adf6f929849a2ca9ccf6183a27a70b6,1387624476,38.557096,-75.370698,0
433651,05-12-2020 10:47,2.65785E+15,fraud_Schmidt and Sons,shopping_net,4.8,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,01-11-1946,f7bdc20a45756af7420c0ba6d6d6afcf,1386240465,43.087725,-82.881984,0
286018,06-10-2020 03:33,3.49613E+14,fraud_Bruen-Yost,misc_pos,26.32,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",04-06-1984,102c9a5a704edc7cd8185d17ca00ad08,1381030407,37.807379,-82.759931,0
248675,20-09-2020 09:29,4.36401E+15,fraud_Schamberger-O'Keefe,grocery_pos,85.7,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,12-03-1997,b40b9fdb8b058a2a71d5aaca2020fcc5,1379669351,39.511571,-119.474272,0
49395,07-07-2020 20:26,4.7557E+12,fraud_Kutch-Ferry,home,139.75,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,20-06-1985,86c17b40e5b995ba0cb7d5d9e8364b6e,1373228770,33.663183,-95.639088,0
